GPCR	169bip	169bin	194bip	194bin	249bip	249bin	269bip	269bin	270bip	270bin	276bip	276bin	302bip	302bin	381bip	381bin	655bip	655bin	658bip	658bin	660bip	660bin	671bip	671bin	702neg	730bip	730bin	S_TIL	I_CTL	O
CYSLTR1	1.16318	1.54992	1.81733	3.67674	1.13411	1.93779	0.46417	1.05928	1.92289	3.5763	0.94819	0.83058	1.21131	1.79295	2.30947	2.2901	1.08827	0.91988	1.5589	2.47342	1.9936	1.96331	1.68456	2.13833	1	2.69715	3.39082	3	1	1
P2RY2	1.16318	1.54992	1.81733	3.67674	1.13411	1.93779	0.46417	1.05928	1.59691	1.12525	0.81432	0.99652	1.23741	1.33357	2.30947	2.2901	1.08827	0.91988	1.87099	1.01793	2.13633	1.93443	1.69194	1.43414	1	1.57167	1.03779	1	2	1
F2R	1.18181	1.47237	1.81733	3.67674	2.38819	2.23405	0.46417	1.05928	1.54387	1.59961	0.81432	0.99652	1.21131	1.79295	1.34409	2.97338	1.08827	0.91988	2.0733	2.48857	1.3439	1.74127	2.77154	3.48451	1	1.44991	1.78506	4	2	1
PTGER1	5.7915	5.49943	2.29484	1.9401	2.38819	2.23405	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	1.57243	2.54961	2.26981	2.38234	0.96733	1.28758	1.87099	1.01793	3.41682	4.52066	3.28032	3.72386	0	1.57167	1.03779	15	1	1
HTR2A	1.18181	1.47237	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	1.56972	1.41664	0.94819	0.83058	1.23741	1.33357	2.31551	1.88241	1.08827	0.91988	2.16124	1.9705	1.8003	1.61792	1.69194	1.43414	1	1.80562	1.5739	11	3	1
GPR68	1.16318	1.54992	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	1.59691	1.12525	0.81432	0.99652	1.21131	1.79295	2.26981	2.38234	3.03271	2.71388	2.0733	2.48857	1.9936	1.96331	1.68456	2.13833	1	2.57053	2.98505	2	0	1
HTR2B	1.18181	1.47237	1.01981	1.54687	2.71188	2.28092	0.46417	1.05928	1.59691	1.12525	0.94819	0.83058	1.23741	1.33357	2.31551	1.88241	1.08827	0.91988	2.16124	1.9705	1.9936	1.96331	1.69194	1.43414	0	1.80562	1.5739	8	7	1
BDKRB1	1.16318	1.54992	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	4.0323	4.89985	2.64024	2.2444	1.21131	1.79295	3.24665	3.14486	2.19827	2.20316	1.5589	2.47342	1.9936	1.96331	1.68456	2.13833	1	1.57167	1.03779	1	2	1
CHRM4	2.19383	2.73004	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.92289	3.5763	0.81432	0.99652	1.57243	2.54961	1.34409	2.97338	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.68456	2.13833	0	1.44991	1.78506	12	1	1
HRH1	1.16318	1.54992	1.39108	1.23426	2.38819	2.23405	3.11924	5.21908	1.54387	1.59961	0.81432	0.99652	1.57243	2.54961	1.34409	2.97338	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.68456	2.13833	0	1.57167	1.03779	23	2	1
CHRM3	1.18181	1.47237	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.92289	3.5763	0.94819	0.83058	1.57243	2.54961	1.34409	2.97338	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.68456	2.13833	0	1.80562	1.5739	37	1	1
CHRM2	2.19383	2.73004	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.92289	3.5763	0.81432	0.99652	1.57243	2.54961	1.34409	2.97338	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.68456	2.13833	0	1.44991	1.78506	20	1	1
CHRM1	1.16318	1.54992	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.92289	3.5763	0.81432	0.99652	1.57243	2.54961	1.34409	2.97338	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.68456	2.13833	0	1.44991	1.78506	17	1	1
FFAR2	1.16318	1.54992	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.54387	1.59961	0.81432	0.99652	1.57243	2.54961	3.42045	3.40233	3.03271	2.71388	3.83772	3.91743	1.9936	1.96331	1.68456	2.13833	0	1.57167	1.03779	1	0	1
GHSR	2.19383	2.73004	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.59691	1.12525	0.94819	0.83058	1.21131	1.79295	2.31551	1.88241	1.08827	0.91988	1.5589	2.47342	1.3439	1.74127	1.69194	1.43414	1	1.44991	1.78506	1	2	1
F2RL1	1.16318	1.54992	1.81733	3.67674	1.76236	1.7499	0.46417	1.05928	1.59691	1.12525	0.94819	0.83058	1.21131	1.79295	2.31551	1.88241	1.08827	0.91988	3.22913	3.64696	1.9936	1.96331	3.18011	3.37344	1	1.44991	1.78506	3	0	1
FFAR4	1.16318	1.54992	2.29484	1.9401	1.13411	1.93779	0.46417	1.05928	1.56972	1.41664	0.94819	0.83058	1.21131	1.79295	2.55246	2.63921	2.19827	2.20316	3.01468	3.38776	2.77029	2.86489	2.41117	2.55818	1	1.57167	1.03779	6	4	1
ADRA1A	1.18181	1.47237	1.39108	1.23426	1.93941	1.706	0.46417	1.05928	1.54387	1.59961	0.81432	0.99652	1.23741	1.33357	1.34409	2.97338	1.08827	0.91988	3.18882	3.63086	1.8003	1.61792	1.69194	1.43414	0	1.44991	1.78506	8	6	1
BDKRB2	1.16318	1.54992	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	1.54387	1.59961	2.64024	2.2444	1.21131	1.79295	3.24665	3.14486	1.08827	0.91988	2.16124	1.9705	1.3439	1.74127	1.69194	1.43414	1	1.57167	1.03779	0	4	1
GPR4	1.16318	1.54992	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.59691	1.12525	0.81432	0.99652	1.23741	1.33357	2.55246	2.63921	2.19827	2.20316	2.0733	2.48857	1.9936	1.96331	1.68456	2.13833	1	2.57053	2.98505	2	0	1
AVPR2	1.16318	1.54992	1.39108	1.23426	2.71188	2.28092	2.93951	3.38156	1.56972	1.41664	0.94819	0.83058	1.57243	2.54961	1.34409	2.97338	0.96733	1.28758	1.87099	1.01793	1.8003	1.61792	1.69194	1.43414	0	3.17752	3.39385	4	0	1
CCKAR	1.18181	1.47237	1.01981	1.54687	3.03094	3.19961	0.46417	1.05928	1.56972	1.41664	0.94819	0.83058	2.89395	2.71202	2.30947	2.2901	0.96733	1.28758	2.16124	1.9705	2.77029	2.86489	2.41117	2.55818	1	1.80562	1.5739	13	0	1
ADRB1	1.18181	1.47237	1.39108	1.23426	1.13411	1.93779	1.80827	0.9118	1.56972	1.41664	0.94819	0.83058	1.23741	1.33357	2.31551	1.88241	0.96733	1.28758	1.87099	1.01793	2.86296	2.90989	1.69194	1.43414	0	2.69715	3.39082	5	0	1
SSTR2	1.18181	1.47237	1.39108	1.23426	1.76236	1.7499	0.46417	1.05928	1.54387	1.59961	0.81432	0.99652	1.23741	1.33357	2.26981	2.38234	1.08827	0.91988	1.87099	1.01793	1.3439	1.74127	1.69194	1.43414	0	2.57053	2.98505	5	1	1
OPRD1	2.19383	2.73004	1.39108	1.23426	2.71188	2.28092	0.46417	1.05928	1.59691	1.12525	0.81432	0.99652	1.21131	1.79295	2.26981	2.38234	1.08827	0.91988	1.5589	2.47342	1.8003	1.61792	2.41117	2.55818	1	1.57167	1.03779	4	0	1
OXTR	1.16318	1.54992	1.81733	3.67674	1.13411	1.93779	0.46417	1.05928	1.56972	1.41664	0.94819	0.83058	2.89395	2.71202	2.76282	2.3447	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.69194	1.43414	0	3.60803	4.84703	3	0	1
LPAR2	1.18181	1.47237	1.01981	1.54687	1.13411	1.93779	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	1.23741	1.33357	1.34409	2.97338	0.96733	1.28758	1.5589	2.47342	1.8003	1.61792	3.35633	4.40789	0	1.80562	1.5739	1	1	1
AGTR1	2.16842	2.11636	1.01981	1.54687	1.93941	1.706	0.46417	1.05928	1.54387	1.59961	0.94819	0.83058	1.21131	1.79295	3.24665	3.14486	0.96733	1.28758	3.32662	3.32404	2.77029	2.86489	4.01673	3.95484	1	1.57167	1.03779	0	1	1
LPAR1	2.19383	2.73004	1.81733	3.67674	5.35865	5.17058	1.80827	0.9118	1.54387	1.59961	0.81432	0.99652	1.21131	1.79295	1.34409	2.97338	1.08827	0.91988	1.5589	2.47342	1.3439	1.74127	3.35633	4.40789	0	3.25099	3.02709	3	2	1
HTR1A	2.16842	2.11636	1.39108	1.23426	1.13411	1.93779	1.80827	0.9118	1.56972	1.41664	0.94819	0.83058	2.89395	2.71202	2.76282	2.3447	0.96733	1.28758	2.5065	2.59161	1.3439	1.74127	1.69194	1.43414	0	1.57167	1.03779	8	2	1
GPR183	1.16318	1.54992	4.74906	3.40251	1.93941	1.706	0.46417	1.05928	1.54387	1.59961	0.81432	0.99652	1.23741	1.33357	3.42045	3.40233	0.96733	1.28758	1.87099	1.01793	1.8003	1.61792	1.68456	2.13833	1	3.25099	3.02709	1	2	0
ADORA1	1.18181	1.47237	1.39108	1.23426	3.67725	3.17868	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	4.98022	2.94704	3.24665	3.14486	0.96733	1.28758	2.16124	1.9705	2.13633	1.93443	2.42518	1.40551	0	3.25099	3.02709	3	3	0
ADORA3	1.18181	1.47237	1.39108	1.23426	2.38819	2.23405	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	4.98022	2.94704	2.31551	1.88241	1.08827	0.91988	2.16124	1.9705	2.13633	1.93443	2.42518	1.40551	0	3.25099	3.02709	3	3	0
LTB4R2	2.16842	2.11636	2.29484	1.9401	2.71188	2.28092	0.46417	1.05928	1.56972	1.41664	0.81432	0.99652	1.23741	1.33357	2.76282	2.3447	0.96733	1.28758	1.5589	2.47342	4.38401	3.36433	1.68456	2.13833	1	1.80562	1.5739	1	0	0
MTNR1B	1.18181	1.47237	1.01981	1.54687	2.71188	2.28092	1.80827	0.9118	1.54387	1.59961	0.94819	0.83058	1.21131	1.79295	2.55246	2.63921	1.08827	0.91988	2.0733	2.48857	2.13633	1.93443	2.42518	1.40551	1	1.57167	1.03779	2	4	0
C5AR1	2.16842	2.11636	3.91477	3.12868	1.93941	1.706	0.46417	1.05928	3.12397	3.29771	0.81432	0.99652	1.57243	2.54961	2.30947	2.2901	1.08827	0.91988	3.01468	3.38776	2.77029	2.86489	1.68456	2.13833	1	1.44991	1.78506	1	0	0
CCR5	1.18181	1.47237	1.01981	1.54687	1.13411	1.93779	2.93951	3.38156	1.54387	1.59961	0.81432	0.99652	2.89395	2.71202	2.55246	2.63921	0.96733	1.28758	1.87099	1.01793	2.77029	2.86489	1.68456	2.13833	1	1.44991	1.78506	0	3	0
CCR6	2.16842	2.11636	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	3.66469	3.51906	0.94819	0.83058	1.23741	1.33357	2.30947	2.2901	1.08827	0.91988	1.87099	1.01793	1.9936	1.96331	4.01673	3.95484	1	1.57167	1.03779	1	3	0
GPBAR1	3.75948	2.45349	3.91477	3.12868	1.13411	1.93779	5.80556	3.90367	4.59842	3.88551	0.81432	0.99652	2.89395	2.71202	3.94402	3.38085	3.83637	3.30345	2.16124	1.9705	4.38401	3.36433	1.68456	2.13833	0	5.21063	5.56803	1	1	0
PTGER3	2.19383	2.73004	1.39108	1.23426	2.38819	2.23405	1.80827	0.9118	1.59691	1.12525	0.94819	0.83058	1.23741	1.33357	2.31551	1.88241	0.96733	1.28758	1.87099	1.01793	3.70119	3.12434	2.42518	1.40551	1	1.57167	1.03779	4	2	0
MC4R	1.18181	1.47237	1.39108	1.23426	1.76236	1.7499	1.80827	0.9118	1.59691	1.12525	0.94819	0.83058	1.21131	1.79295	2.30947	2.2901	2.19827	2.20316	1.87099	1.01793	1.8003	1.61792	1.69194	1.43414	1	1.44991	1.78506	0	2	0
CNR1	1.16318	1.54992	1.39108	1.23426	2.38819	2.23405	1.80827	0.9118	1.54387	1.59961	0.94819	0.83058	4.20419	2.94517	3.00085	2.69265	0.96733	1.28758	1.87099	1.01793	1.3439	1.74127	2.42518	1.40551	0	1.80562	1.5739	3	2	0
ADORA2A	3.88661	2.01125	2.29484	1.9401	2.38819	2.23405	1.80827	0.9118	1.54387	1.59961	0.94819	0.83058	4.98022	2.94704	3.24665	3.14486	0.96733	1.28758	2.16124	1.9705	2.13633	1.93443	2.42518	1.40551	0	1.80562	1.5739	2	3	0
ADORA2B	3.88661	2.01125	1.01981	1.54687	2.38819	2.23405	1.80827	0.9118	1.59691	1.12525	0.94819	0.83058	3.05733	2.30689	3.24665	3.14486	0.96733	1.28758	2.0733	2.48857	2.13633	1.93443	2.64228	2.60748	0	1.80562	1.5739	1	2	0
CNR2	1.16318	1.54992	1.39108	1.23426	1.13411	1.93779	1.80827	0.9118	1.54387	1.59961	2.64024	2.2444	4.20419	2.94517	2.30947	2.2901	1.08827	0.91988	1.87099	1.01793	1.9936	1.96331	2.64228	2.60748	0	1.80562	1.5739	2	2	0
PTGER4	1.18181	1.47237	2.29484	1.9401	4.19372	2.79988	0.46417	1.05928	1.59691	1.12525	0.94819	0.83058	1.23741	1.33357	4.1562	2.98086	3.03271	2.71388	1.87099	1.01793	1.9936	1.96331	2.42518	1.40551	1	1.57167	1.03779	6	8	0
S1PR1	1.16318	1.54992	1.39108	1.23426	1.13411	1.93779	1.80827	0.9118	1.54387	1.59961	3.76449	3.76765	4.98022	2.94704	2.76282	2.3447	1.08827	0.91988	1.87099	1.01793	1.3439	1.74127	2.42518	1.40551	0	3.17752	3.39385	5	5	0
PTGER2	5.7915	5.49943	2.29484	1.9401	4.19372	2.79988	1.80827	0.9118	1.56972	1.41664	0.94819	0.83058	1.21131	1.79295	2.76282	2.3447	4.15195	3.48698	2.5065	2.59161	2.13633	1.93443	1.69194	1.43414	0	1.44991	1.78506	5	2	0
ADRA2B	1.18181	1.47237	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	1.56972	1.41664	0.81432	0.99652	1.23741	1.33357	2.31551	1.88241	1.08827	0.91988	1.87099	1.01793	1.8003	1.61792	1.69194	1.43414	0	1.57167	1.03779	14	1	0
ADRA2C	2.16842	2.11636	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	1.56972	1.41664	0.81432	0.99652	1.23741	1.33357	3.42045	3.40233	1.08827	0.91988	1.87099	1.01793	1.8003	1.61792	1.69194	1.43414	0	1.57167	1.03779	14	1	0
CXCR2	2.19383	2.73004	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	1.59691	1.12525	0.94819	0.83058	1.21131	1.79295	4.04535	3.6724	1.08827	0.91988	2.0733	2.48857	1.9936	1.96331	1.68456	2.13833	1	1.57167	1.03779	0	4	0
HRH2	3.88661	2.01125	1.39108	1.23426	1.93941	1.706	0.46417	1.05928	1.56972	1.41664	0.81432	0.99652	1.21131	1.79295	4.1562	2.98086	1.08827	0.91988	1.5589	2.47342	1.3439	1.74127	1.68456	2.13833	0	1.57167	1.03779	2	0	0
CXCR5	1.16318	1.54992	1.01981	1.54687	3.03094	3.19961	1.80827	0.9118	1.59691	1.12525	0.94819	0.83058	1.21131	1.79295	4.47743	3.97461	1.08827	0.91988	2.0733	2.48857	2.77029	2.86489	1.68456	2.13833	1	1.57167	1.03779	0	0	0
CXCR4	1.18181	1.47237	5.29054	3.88958	2.71188	2.28092	0.46417	1.05928	1.56972	1.41664	0.94819	0.83058	1.23741	1.33357	3.00085	2.69265	2.19827	2.20316	1.5589	2.47342	2.77029	2.86489	1.68456	2.13833	1	1.57167	1.03779	2	1	0
GPR84	1.16318	1.54992	1.39108	1.23426	1.76236	1.7499	1.80827	0.9118	1.56972	1.41664	0.94819	0.83058	2.89395	2.71202	3.66801	3.30698	1.08827	0.91988	3.18882	3.63086	2.13633	1.93443	1.69194	1.43414	0	1.44991	1.78506	16	1	0
HTR2C	1.18181	1.47237	1.01981	1.54687	1.76236	1.7499	0.46417	1.05928	1.56972	1.41664	0.94819	0.83058	1.23741	1.33357	2.31551	1.88241	1.08827	0.91988	1.87099	1.01793	1.9936	1.96331	1.69194	1.43414	1	1.44991	1.78506	2	6	0
MC3R	1.18181	1.47237	1.01981	1.54687	1.93941	1.706	1.80827	0.9118	1.59691	1.12525	0.94819	0.83058	1.21131	1.79295	5.16437	5.30628	2.19827	2.20316	1.87099	1.01793	1.3439	1.74127	1.69194	1.43414	1	1.44991	1.78506	1	1	0
NPFFR2	3.88661	2.01125	1.39108	1.23426	1.93941	1.706	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	1.21131	1.79295	2.26981	2.38234	1.08827	0.91988	2.16124	1.9705	1.3439	1.74127	2.42518	1.40551	1	1.80562	1.5739	1	2	0
NPFFR1	3.88661	2.01125	1.39108	1.23426	3.67725	3.17868	1.80827	0.9118	1.59691	1.12525	0.94819	0.83058	1.21131	1.79295	2.26981	2.38234	1.08827	0.91988	3.32662	3.32404	2.86296	2.90989	2.42518	1.40551	1	2.57053	2.98505	1	2	0
HCAR3	1.16318	1.54992	1.01981	1.54687	1.13411	1.93779	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	3.05733	2.30689	2.26981	2.38234	1.08827	0.91988	1.87099	1.01793	1.8003	1.61792	2.41117	2.55818	1	1.57167	1.03779	0	4	0
HCAR2	1.16318	1.54992	1.01981	1.54687	1.13411	1.93779	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	3.05733	2.30689	2.26981	2.38234	1.08827	0.91988	1.87099	1.01793	1.8003	1.61792	3.18011	3.37344	1	1.57167	1.03779	0	1	0
OPRM1	2.19383	2.73004	1.39108	1.23426	1.93941	1.706	0.46417	1.05928	1.59691	1.12525	0.81432	0.99652	5.2376	3.89325	2.26981	2.38234	1.08827	0.91988	1.87099	1.01793	1.3439	1.74127	2.41117	2.55818	1	1.57167	1.03779	3	3	0
GPR65	1.16318	1.54992	1.01981	1.54687	4.5421	3.84445	1.80827	0.9118	1.59691	1.12525	0.81432	0.99652	1.21131	1.79295	2.76282	2.3447	0.96733	1.28758	2.5065	2.59161	1.8003	1.61792	1.69194	1.43414	1	2.57053	2.98505	0	2	0
OPRK1	2.19383	2.73004	1.39108	1.23426	1.93941	1.706	0.46417	1.05928	1.59691	1.12525	0.81432	0.99652	1.21131	1.79295	2.26981	2.38234	1.08827	0.91988	1.87099	1.01793	1.8003	1.61792	2.41117	2.55818	0	1.57167	1.03779	3	1	0
FFAR3	1.16318	1.54992	1.01981	1.54687	1.13411	1.93779	0.46417	1.05928	1.54387	1.59961	0.81432	0.99652	4.98022	2.94704	1.34409	2.97338	3.03271	2.71388	3.83772	3.91743	1.9936	1.96331	1.68456	2.13833	1	1.80562	1.5739	1	0	0
MTNR1A	1.18181	1.47237	2.29484	1.9401	1.76236	1.7499	1.80827	0.9118	1.54387	1.59961	0.94819	0.83058	1.21131	1.79295	2.55246	2.63921	1.08827	0.91988	2.16124	1.9705	2.13633	1.93443	2.42518	1.40551	1	1.57167	1.03779	0	2	0
APLNR	1.16318	1.54992	1.39108	1.23426	1.13411	1.93779	0.46417	1.05928	1.92289	3.5763	0.94819	0.83058	3.05733	2.30689	2.76282	2.3447	2.19827	2.20316	2.5065	2.59161	2.13633	1.93443	1.68456	2.13833	1	1.57167	1.03779	0	1	0
NPY5R	1.16318	1.54992	1.39108	1.23426	1.93941	1.706	1.80827	0.9118	1.54387	1.59961	0.94819	0.83058	1.23741	1.33357	2.30947	2.2901	2.19827	2.20316	1.87099	1.01793	2.13633	1.93443	2.42518	1.40551	1	1.57167	1.03779	19	2	0
DRD5	3.88661	2.01125	1.39108	1.23426	1.76236	1.7499	0.46417	1.05928	1.59691	1.12525	0.94819	0.83058	1.57243	2.54961	2.31551	1.88241	0.96733	1.28758	1.87099	1.01793	1.8003	1.61792	1.69194	1.43414	1	1.57167	1.03779	7	8	0
DRD2	3.88661	2.01125	1.39108	1.23426	1.93941	1.706	0.46417	1.05928	1.54387	1.59961	0.81432	0.99652	1.23741	1.33357	2.31551	1.88241	1.08827	0.91988	1.87099	1.01793	1.3439	1.74127	1.69194	1.43414	0	1.80562	1.5739	15	2	0
DRD1	3.88661	2.01125	2.29484	1.9401	1.93941	1.706	0.46417	1.05928	1.59691	1.12525	0.94819	0.83058	1.57243	2.54961	2.31551	1.88241	0.96733	1.28758	1.87099	1.01793	1.8003	1.61792	1.69194	1.43414	1	1.57167	1.03779	4	8	0
ADRB2	1.18181	1.47237	1.39108	1.23426	2.38819	2.23405	1.80827	0.9118	1.59691	1.12525	0.94819	0.83058	1.23741	1.33357	2.31551	1.88241	0.96733	1.28758	2.5065	2.59161	2.86296	2.90989	1.69194	1.43414	0	2.69715	3.39082	4	2	0
HTR1D	1.16318	1.54992	1.39108	1.23426	1.93941	1.706	1.80827	0.9118	1.56972	1.41664	0.94819	0.83058	1.23741	1.33357	2.76282	2.3447	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.69194	1.43414	0	1.44991	1.78506	12	1	0
HTR1B	1.18181	1.47237	1.39108	1.23426	2.38819	2.23405	1.80827	0.9118	1.56972	1.41664	0.94819	0.83058	1.23741	1.33357	2.76282	2.3447	0.96733	1.28758	1.5589	2.47342	1.3439	1.74127	1.69194	1.43414	0	1.44991	1.78506	11	1	0
