GPCR	169bip	169bin	171bip	171bin	193bip	193bin	194bip	194bin	270bip	270bin	390bip	390bin	397bip	397bin	651bip	651bin	654bip	654bin	661bip	661bin	703pos	733bip	733bin	L_TIL	O
ADRA2C	2.32871	2.12269	1.4361	1.32319	1.53296	0.73597	1.3148	1.3503	1.53482	1.50255	2.21747	2.14485	2.01235	1.04814	2.10884	2.09894	1.91886	1.51271	1.19871	1.27769	0	1.85277	1.52105	7	0
AVPR1A	0.99028	1.60865	1.4361	1.32319	1.53296	0.73597	1.21136	1.39782	4.0633	2.93956	2.00515	1.93528	2.01235	1.04814	2.22063	2.15553	1.91886	1.51271	1.5434	1.65046	1	2.39906	3.04816	2	0
CXCR2	2.44341	2.53496	1.22696	2.06958	1.52403	1.82507	1.3148	1.3503	1.0455	1.51497	2.88902	1.85707	2.01235	1.04814	2.10884	2.09894	1.84869	1.79581	1.19871	1.27769	1	1.38965	1.91825	0	0
HTR2A	1.33505	1.43273	1.4361	1.32319	1.53296	0.73597	1.3148	1.3503	1.53482	1.50255	2.21747	2.14485	2.01235	1.04814	2.10884	2.09894	2.11117	1.34246	1.5434	1.65046	1	1.38965	1.91825	6	0
LTB4R2	2.32871	2.12269	3.36105	1.98008	1.57666	1.82024	1.91624	2.08481	1.53482	1.50255	2.00515	1.93528	1.60602	1.88517	1.55075	2.09611	1.84869	1.79581	1.19871	1.27769	1	1.85277	1.52105	0	0
HTR2B	1.33505	1.43273	1.4361	1.32319	1.53296	0.73597	1.3148	1.3503	1.0455	1.51497	2.21747	2.14485	2.01235	1.04814	2.10884	2.09894	2.11117	1.34246	1.19871	1.27769	1	1.38965	1.91825	6	0
HRH2	3.09681	2.22471	1.4361	1.32319	1.53296	0.73597	1.21136	1.39782	1.53482	1.50255	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	1.84869	1.79581	1.17801	1.58912	0	1.54155	1.41198	0	0
BDKRB1	0.99028	1.60865	1.22696	2.06958	1.52403	1.82507	1.3148	1.3503	5.62153	4.04412	1.16291	1.76537	2.28837	2.71764	1.55075	2.09611	2.97689	3.14999	1.5434	1.65046	1	1.85277	1.52105	0	0
CHRM4	2.44341	2.53496	3.36105	1.98008	1.53296	0.73597	1.3148	1.3503	2.96781	2.18946	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	1.84869	1.79581	1.19871	1.27769	0	3.03633	2.68247	9	0
NPFFR2	3.09681	2.22471	1.95707	2.30212	1.53296	0.73597	1.21136	1.39782	1.0455	1.51497	1.16291	1.76537	1.60602	1.88517	2.22063	2.15553	2.11117	1.34246	1.19871	1.27769	1	1.54155	1.41198	0	0
CXCR4	1.33505	1.43273	1.22696	2.06958	1.52403	1.82507	5.22706	3.93635	1.53482	1.50255	2.88902	1.85707	1.80111	2.03159	2.0004	1.41909	2.11117	1.34246	3.03993	2.80305	1	1.54155	1.41198	0	0
CHRM3	1.33505	1.43273	3.36105	1.98008	1.53296	0.73597	1.3148	1.3503	2.96781	2.18946	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	1.84869	1.79581	1.17801	1.58912	0	1.85277	1.52105	19	0
CHRM2	2.44341	2.53496	3.36105	1.98008	1.53296	0.73597	1.3148	1.3503	2.96781	2.18946	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	1.84869	1.79581	1.17801	1.58912	0	3.03633	2.68247	3	0
CHRM1	0.99028	1.60865	3.36105	1.98008	1.53296	0.73597	1.3148	1.3503	2.96781	2.18946	2.58167	1.62859	1.80111	2.03159	2.0004	1.41909	1.84869	1.79581	1.19871	1.27769	0	3.24643	3.31201	7	0
HCAR3	0.99028	1.60865	1.95707	2.30212	1.53296	0.73597	1.3148	1.3503	1.0455	1.51497	2.21747	2.14485	2.01235	1.04814	2.87812	3.1069	1.91886	1.51271	1.17801	1.58912	1	1.85277	1.52105	0	0
HCAR2	0.99028	1.60865	1.95707	2.30212	1.53296	0.73597	1.3148	1.3503	1.0455	1.51497	2.21747	2.14485	2.01235	1.04814	2.87812	3.1069	1.91886	1.51271	1.17801	1.58912	1	1.85277	1.52105	0	0
OPRM1	2.44341	2.53496	1.22696	2.06958	1.52403	1.82507	1.21136	1.39782	1.0455	1.51497	2.88902	1.85707	2.01235	1.04814	2.22063	2.15553	1.91886	1.51271	1.5434	1.65046	1	1.85277	1.52105	1	0
FFAR2	0.99028	1.60865	1.4361	1.32319	1.57666	1.82024	1.3148	1.3503	1.2599	1.85273	2.21747	2.14485	1.80111	2.03159	1.55075	2.09611	1.91886	1.51271	1.5434	1.65046	0	1.38965	1.91825	2	0
FFAR3	0.99028	1.60865	1.22696	2.06958	1.57666	1.82024	1.3148	1.3503	1.2599	1.85273	2.00515	1.93528	2.01235	1.04814	1.55075	2.09611	1.84869	1.79581	1.5434	1.65046	1	3.16632	2.81444	0	0
MTNR1A	1.33505	1.43273	3.36105	1.98008	1.53296	0.73597	1.91624	2.08481	1.2599	1.85273	1.16291	1.76537	2.01235	1.04814	2.0004	1.41909	1.91886	1.51271	1.17801	1.58912	1	1.54155	1.41198	2	0
FFAR4	0.99028	1.60865	2.44218	2.6245	1.57666	1.82024	1.91624	2.08481	1.53482	1.50255	1.16291	1.76537	1.80111	2.03159	2.0004	1.41909	1.89703	2.33796	1.17801	1.58912	1	1.54155	1.41198	4	0
ADRA1A	1.33505	1.43273	3.36105	1.98008	1.52403	1.82507	1.21136	1.39782	1.2599	1.85273	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	2.11117	1.34246	1.19871	1.27769	0	1.54155	1.41198	5	0
APLNR	0.99028	1.60865	3.49912	2.68393	1.53296	0.73597	1.21136	1.39782	2.96781	2.18946	2.00515	1.93528	2.01235	1.04814	2.75234	2.72036	1.91886	1.51271	1.19871	1.27769	1	3.16632	2.81444	1	0
MC3R	1.33505	1.43273	1.4361	1.32319	1.53296	0.73597	1.3148	1.3503	1.0455	1.51497	2.21747	2.14485	1.60602	1.88517	2.0004	1.41909	2.11117	1.34246	3.57348	3.28724	1	1.38965	1.91825	2	0
NPY5R	0.99028	1.60865	1.4361	1.32319	1.57666	1.82024	1.21136	1.39782	1.2599	1.85273	2.88902	1.85707	3.09517	3.87487	4.23518	3.6489	2.11117	1.34246	1.5434	1.65046	1	1.54155	1.41198	9	0
AVPR2	0.99028	1.60865	1.4361	1.32319	1.53296	0.73597	1.21136	1.39782	1.53482	1.50255	2.00515	1.93528	4.26346	3.65266	2.22063	2.15553	1.91886	1.51271	1.19871	1.27769	0	2.39906	3.04816	1	0
DRD5	3.09681	2.22471	1.4361	1.32319	1.53296	0.73597	1.21136	1.39782	1.0455	1.51497	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	1.91886	1.51271	5.09697	3.26809	1	1.85277	1.52105	2	0
DRD2	3.09681	2.22471	1.4361	1.32319	1.57666	1.82024	1.21136	1.39782	1.2599	1.85273	2.58167	1.62859	1.80111	2.03159	2.22063	2.15553	2.11117	1.34246	1.17801	1.58912	0	1.54155	1.41198	10	0
DRD1	3.09681	2.22471	1.4361	1.32319	1.53296	0.73597	1.91624	2.08481	1.0455	1.51497	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	1.91886	1.51271	5.09697	3.26809	1	1.54155	1.41198	1	0
ADRB1	1.33505	1.43273	1.4361	1.32319	1.53296	0.73597	1.21136	1.39782	1.53482	1.50255	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	2.11117	1.34246	1.19871	1.27769	0	1.54155	1.41198	4	0
ADRB2	1.33505	1.43273	1.4361	1.32319	1.53296	0.73597	1.21136	1.39782	1.0455	1.51497	2.58167	1.62859	2.01235	1.04814	2.0004	1.41909	2.11117	1.34246	1.19871	1.27769	0	1.38965	1.91825	4	0
SSTR2	1.33505	1.43273	1.22696	2.06958	1.52403	1.82507	1.21136	1.39782	1.2599	1.85273	1.16291	1.76537	2.01235	1.04814	2.22063	2.15553	2.11117	1.34246	3.57348	3.28724	1	1.54155	1.41198	0	0
OPRD1	2.44341	2.53496	4.48049	3.5474	1.52403	1.82507	1.21136	1.39782	1.0455	1.51497	2.00515	1.93528	2.01235	1.04814	2.22063	2.15553	1.91886	1.51271	1.5434	1.65046	1	1.85277	1.52105	2	0
OXTR	0.99028	1.60865	1.4361	1.32319	1.53296	0.73597	1.90545	3.25857	1.53482	1.50255	2.88902	1.85707	1.80111	2.03159	2.22063	2.15553	2.11117	1.34246	1.5434	1.65046	0	2.39906	3.04816	4	0
HTR1D	0.99028	1.60865	3.49912	2.68393	1.57666	1.82024	1.21136	1.39782	1.53482	1.50255	2.58167	1.62859	1.60602	1.88517	2.75234	2.72036	2.11117	1.34246	1.17801	1.58912	0	1.54155	1.41198	9	0
HTR1A	2.32871	2.12269	1.4361	1.32319	1.57666	1.82024	1.21136	1.39782	1.53482	1.50255	2.58167	1.62859	1.60602	1.88517	2.0004	1.41909	2.11117	1.34246	1.19871	1.27769	0	1.85277	1.52105	6	0
HTR1B	1.33505	1.43273	3.49912	2.68393	1.57666	1.82024	1.21136	1.39782	1.53482	1.50255	2.58167	1.62859	1.60602	1.88517	2.0004	1.41909	2.11117	1.34246	1.5434	1.65046	0	1.54155	1.41198	6	0
